name,ra,dec,v_mag,parallax,period,sp_type,dist_ref
4658077094094581504,80.93144163080201,-69.53525639192891,16.417404,0.03605175130838534,25.014335341150176,CEP,27737.903533341203
5256178232392037120,149.28245432608742,-61.24901602130872,15.054192,0.10598578377810668,2.8447913303536874,CEP,9435.227672549123
6734274043115986176,277.6851189459563,-35.342556620869715,13.2189245,0.08993829978334356,8.592702804366464,CEP,11118.733647499956
2162275240493961984,314.82052277130396,44.56273485767527,13.790371,0.11445771926701002,3.950541306447907,CEP,8736.850658950956
3344381567567275392,93.0915100210619,13.636593708489904,12.921536,0.29034174697865844,3.5632219487315777,CEP,3444.2170662887997
5865424046292741248,206.27002917348483,-62.75552879586282,17.901812,0.24386260246612176,11.580721034108542,CEP,4100.669761936636
4312219187494119680,286.65511372756373,9.859264990446759,18.550125,0.10041124876655724,3.213302646531936,CEP,9959.04355621417
4650810494740144384,86.59940797510899,-71.7328118395515,16.075846,0.005794646167072792,3.215881318056409,CEP,172573.090947701
4650826983115655168,85.66795347649027,-72.69732743407671,16.301098,0.032960030228987774,2.7094194777333542,CEP,30339.77799936959
4663664026198869376,79.16406453449386,-64.97748856111305,16.181995,0.006398215034387793,2.6827758590197517,CEP,156293.59041942298
4105982485837162496,281.87511422785633,-11.941506334917603,16.202007,0.13236091933630836,1.3038081764805838,CEP,7555.100138426484
4766643426242068992,85.6662785315102,-56.41829062486172,9.934804,0.24620855978132894,109.36362675060086,CEP,4061.5972120878077
5334575782303770624,179.2969706158815,-62.62490515693361,15.628994,0.03712873495243088,8.635740336385263,CEP,26933.317315583045
5322878146768508800,129.7319389478128,-49.770157562566645,14.617319,0.021665179940032097,3.1846513356361497,CEP,46157.01336282179
4654983343231845888,70.75671704280472,-70.16709854251661,16.181015,0.021649147766958594,2.577303128382637,CEP,46191.194718815765
4054575949223340288,263.9615687055384,-32.51577357089708,11.514985,0.3437166556787083,49.96774399064049,CEP,2909.3731231190536
2062437424336336256,303.4103498854667,40.5875127184496,17.327291,0.0866774583073848,3.3551944953125306,CEP,11537.024960442355
4396509638666473856,237.94412421464682,-6.906221118628427,15.181331,0.06204815317586923,1.1798913204177661,CEP,16116.515138905115
4661248811512209408,75.90822561843721,-69.06303815113603,14.336273,0.013712942729012412,12.194567217223488,CEP,72923.80780416333
4661266334984220672,76.85889743286573,-68.88886894652894,15.792214,0.07032858513850554,4.204185078781574,CEP,14218.969399577625
4173830973235419392,271.4901430903262,-5.078043197604566,18.760698,0.1007618571556664,8.812562644170399,CEP,9924.390322174251
2034288586671365120,299.2247702937418,33.0631211913559,16.12898,0.04166668043745171,2.8169026607887213,CEP,23999.992068030435
4068692647733304064,267.9005308306579,-23.100315567361054,15.550741,0.04947255851288404,13.796340449786873,CEP,20213.225878333582
3027837358256113792,110.66765110063415,-17.33000471563636,13.283378,0.18131933923421262,4.96044243894171,CEP,5515.131503475681
5943144438769524992,250.85262560072303,-45.8218289681008,14.663298,0.18358124850410648,7.494234408910116,CEP,5447.1794268118365
5809152454237870208,249.27789429906846,-68.94635827120102,17.307741,0.02194392274042668,16.02146252879749,CEP,45570.7036444185
5544213926244557184,120.20159485573139,-37.82794381721476,10.640595,0.3274460779018481,5.884906729518966,CEP,3053.9379381412223
5253795384552296448,158.01836868113614,-61.782616102806756,8.865255,0.4415188061328064,5.543921254935856,CEP,2264.9091864485736
5862529345743227776,198.5006296438438,-62.49845370747415,11.804539,0.22326128964483102,6.379236974370734,CEP,4479.056810926883
2013029941628292352,359.3956496583565,62.718240657236684,9.469182,0.3221246398226651,9.810775680059352,CEP,3104.3884148400334
5255309098485373824,157.71506327294983,-59.060223281012256,12.190022,0.19973104485730975,5.86526130379293,CEP,5006.732932851835
447992443624241280,48.73901045893063,56.334767939414576,13.804615,0.17531359678036657,4.989199443295339,CEP,5704.064136296303
4657229203122115968,84.23661661343608,-70.16117344643038,15.282843,0.05433447302887867,4.975730782433922,CEP,18404.521922362288
4657235624082613376,83.9342405445851,-70.17232309001899,15.724775,0.009337725574238464,4.0050858182906675,CEP,107092.45972690248
4657282907448237440,83.8959259938461,-69.57502292003333,15.338247,0.017117106626396417,6.136343869396545,CEP,58421.08843663406
5877120341746137216,229.63532083644213,-58.02463444646278,11.656435,0.35289014386268763,9.149760643981443,CEP,2833.74307101393
6736843159433588096,281.15354901896296,-32.443640023703935,12.811248,0.1618143809216413,8.301077390512992,CEP,6179.920439112581
4685644912905784064,12.720036324797116,-74.13192063602561,17.474602,0.027917957134835063,1.1971527842851704,CEP,35819.239752045985
