name,ra,dec,v_mag,parallax,period,sp_type,dist_ref
2177714415280658944,323.7276154124437,55.94225581368346,12.890394,0.10308958507623804,6.715363827592826,CEP,9700.300949513648
6070481457342308480,206.5871790003697,-49.59725489675633,12.669732,0.2333395275846963,1.9500460580502035,CEP,4285.600516770676
5188379665334866176,142.241271609423,-88.49354846018721,12.896799,0.30448090312973586,0.6219627800893595,CEP,3284.2782247460405
5828480459918679936,248.62868032388343,-63.13361090555672,9.684332,1.016179433158956,1.9460509397739736,CEP,984.078172977129
5329405672431387648,130.00863793382453,-47.19841748626319,13.971668,0.07032059990804246,3.670656547111276,CEP,14220.584029540276
5329899043907713408,132.06637346644547,-45.96267916436385,13.157577,0.1366508375940476,11.919834937704923,CEP,7317.92075048034
3425576270732293632,93.9995282424924,23.74748704466431,11.682473,0.28421910107169657,2.6347163155921187,CEP,3518.412366478289
2932101334643047680,105.10346798885641,-20.431695423452343,12.697797,0.16444432799695252,2.5577768400093976,CEP,6081.085387259644
4128740143126634368,254.90957956955677,-19.946946271121966,14.041063,0.15359566200262237,1.5179121122049053,CEP,6510.600540156705
4203801018864386944,284.78624364123164,-8.170579000641428,11.277488,0.1275309868873199,32.660095032672935,CEP,7841.231565811929
2013344882984638464,345.398390689909,58.983345825696425,14.19829,0.2773978032957137,1.404424344919963,CEP,3604.931214736306
2936110669428633216,106.65834972837997,-15.802057105338477,12.492877,0.14866799550219378,4.463313671985779,CEP,6726.397276172623
2936165984303583360,105.8769603904638,-15.543342544077378,13.495098,0.1005427370538369,3.5226311701697965,CEP,9946.019268050532
2037378523542899840,287.2728257637022,28.064672833312805,14.036884,0.1369487422806316,9.755981211950758,CEP,7302.002072796166
2198341184695523712,332.74300986306787,56.29157322836733,13.059533,0.1679232538695183,4.5581341235518495,CEP,5955.101374923521
5350688609777998720,159.06148588778493,-58.42102379840728,12.406444,0.37492594430210197,5.517288355424114,CEP,2667.1933889809334
5338556834679254656,164.85853014739794,-59.48638788730059,12.105273,0.11965616851447367,13.155122611909443,CEP,8357.279130820903
5864135319959353600,204.15365781402897,-64.55831585329346,9.240802,0.22722925593826832,34.02846822286729,CEP,4400.841766042976
5595072317623907328,116.96022059833608,-32.187390176723696,13.351004,0.10598402748081048,7.033443275543683,CEP,9435.38402690972
5311989580046078208,138.58385692728092,-51.49157431279271,13.983555,0.2063274469773953,6.324559337501767,CEP,4846.664923399927
3106349738382214144,102.71778136388235,-1.429229242286954,10.601333,0.1908780554974756,8.699683457298773,CEP,5238.946915053968
2069606682514776832,310.24203315431157,43.46239359006487,12.671753,0.3395777802574939,10.909176577638352,CEP,2944.8334318038224
5993790074645845888,245.00767572202474,-40.97018283223371,12.924606,0.1119184930617095,28.79649742335889,CEP,8935.073843860826
5612661716228387200,111.62262579816226,-27.925022595444275,12.842499,0.11085108655628198,3.185023236411785,CEP,9021.11139426923
2166303099490547072,311.5522959335575,45.47860587560114,10.528507,0.4980269677124607,5.098941823337803,CEP,2007.9233953799805
4276605524839659776,275.79194331822157,1.50529458730806,13.312154,0.14405089323071502,21.016833708169134,CEP,6941.990969805223
2175555936502486912,318.17439919178906,52.50198044341886,13.616651,0.33510384017524514,4.618287175953784,CEP,2984.1496279990174
526969333059032448,10.014138445241938,64.23993223068172,13.733396,0.1497866107705816,4.185100190276642,CEP,6676.16414348032
