name,ra,dec,v_mag,parallax,period,sp_type,dist_ref,M_calc,dist_pl,abs_error,rel_error
2177714415280658944,323.7276154124437,55.94225581368346,12.890394,0.103089585076238,6.715363827592826,CEP,9700.300949513648,-3.733,21116.46,11416.16,117.69
6070481457342308480,206.5871790003697,-49.59725489675633,12.669732,0.2333395275846963,1.9500460580502037,CEP,4285.600516770676,-2.251,9639.43,5353.83,124.93
5188379665334866176,142.241271609423,-88.49354846018721,12.896799,0.3044809031297358,0.6219627800893595,CEP,3284.2782247460405,-0.881,5695.31,2411.04,73.41
5828480459918679936,248.62868032388343,-63.13361090555672,9.684332,1.016179433158956,1.9460509397739736,CEP,984.078172977129,-2.248,2434.89,1450.81,147.43
5329405672431387648,130.00863793382453,-47.19841748626319,13.971668,0.0703205999080424,3.670656547111276,CEP,14220.584029540276,-3.009,24892.71,10672.12,75.05
5329899043907713408,132.06637346644547,-45.96267916436385,13.157577,0.1366508375940476,11.919834937704923,CEP,7317.92075048034,-4.421,32780.58,25462.65,347.95
3425576270732293632,93.9995282424924,23.74748704466431,11.682473,0.2842191010716965,2.6347163155921187,CEP,3518.412366478289,-2.611,7223.37,3704.95,105.3
2932101334643047680,105.1034679888564,-20.431695423452343,12.697797,0.1644443279969525,2.5577768400093976,CEP,6081.085387259644,-2.576,11342.26,5261.17,86.52
4128740143126634368,254.9095795695568,-19.946946271121966,14.041063,0.1535956620026223,1.5179121122049053,CEP,6510.600540156705,-1.95,15785.59,9274.99,142.46
4203801018864386944,284.78624364123164,-8.170579000641428,11.277488,0.1275309868873199,32.660095032672935,CEP,7841.231565811929,-5.629,24056.65,16215.42,206.8
2013344882984638464,345.398390689909,58.983345825696425,14.19829,0.2773978032957137,1.404424344919963,CEP,3604.931214736306,-1.857,16258.37,12653.44,351.0
2936110669428633216,106.65834972837996,-15.802057105338475,12.492877,0.1486679955021937,4.463313671985779,CEP,6726.397276172623,-3.243,14034.16,7307.76,108.64
2936165984303583360,105.8769603904638,-15.543342544077378,13.495098,0.1005427370538369,3.5226311701697965,CEP,9946.019268050532,-2.959,19538.46,9592.44,96.45
2037378523542899840,287.2728257637022,28.064672833312805,14.036884,0.1369487422806316,9.755981211950758,CEP,7302.002072796166,-4.18,44000.17,36698.17,502.58
2198341184695523712,332.74300986306787,56.29157322836733,13.059533,0.1679232538695183,4.5581341235518495,CEP,5955.101374923521,-3.268,18431.35,12476.25,209.51
5350688609777998720,159.06148588778493,-58.42102379840728,12.406444,0.3749259443021019,5.517288355424114,CEP,2667.1933889809334,-3.497,15160.77,12493.58,468.42
5338556834679254656,164.85853014739794,-59.48638788730059,12.105273,0.1196561685144736,13.155122611909444,CEP,8357.279130820903,-4.539,21320.38,12963.1,155.11
5864135319959353600,204.15365781402895,-64.55831585329346,9.240802,0.2272292559382683,34.02846822286729,CEP,4400.841766042976,-5.678,9632.46,5231.62,118.88
5595072317623907328,116.96022059833608,-32.187390176723696,13.351004,0.1059840274808104,7.033443275543683,CEP,9435.38402690972,-3.788,26781.66,17346.28,183.84
5311989580046078208,138.58385692728092,-51.49157431279271,13.983555,0.2063274469773953,6.324559337501767,CEP,4846.664923399927,-3.661,33797.12,28950.46,597.33
3106349738382214144,102.71778136388237,-1.429229242286954,10.601333,0.1908780554974756,8.699683457298773,CEP,5238.946915053968,-4.043,8489.31,3250.37,62.04
2069606682514776832,310.2420331543116,43.46239359006487,12.671753,0.3395777802574939,10.909176577638352,CEP,2944.8334318038224,-4.314,24958.11,22013.28,747.52
5993790074645845888,245.00767572202477,-40.97018283223371,12.924606,0.1119184930617095,28.79649742335889,CEP,8935.073843860826,-5.478,47915.57,38980.5,436.26
5612661716228387200,111.62262579816226,-27.925022595444275,12.842499,0.1108510865562819,3.185023236411785,CEP,9021.11139426923,-2.839,13684.15,4663.04,51.69
2166303099490547072,311.5522959335575,45.47860587560114,10.528507,0.4980269677124607,5.098941823337803,CEP,2007.9233953799803,-3.403,6112.66,4104.74,204.43
4276605524839659776,275.7919433182216,1.50529458730806,13.312154,0.144050893230715,21.01683370816913,CEP,6941.990969805223,-5.1,48137.99,41196.0,593.43
2175555936502486912,318.17439919178906,52.50198044341886,13.616651,0.3351038401752451,4.618287175953784,CEP,2984.1496279990174,-3.284,23995.16,21011.01,704.09
526969333059032448,10.014138445241938,64.23993223068172,13.733396,0.1497866107705816,4.185100190276642,CEP,6676.16414348032,-3.166,23980.64,17304.48,259.2
6651451409908425600,283.84432734320603,-52.75112942836536,10.898015,0.1488623806566927,33.19375053336591,CEP,6717.613916884787,-5.648,20381.03,13663.41,203.4
2066760837184240896,312.75343134545085,43.13987647669431,11.8525915,0.3434596644127585,8.721344117199083,CEP,2911.5500409918086,-4.046,15125.87,12214.32,419.51
5354898841641168768,154.967074440302,-56.30977629703729,12.379628,0.2294641072982567,6.245413279342242,CEP,4357.980042169309,-3.646,16035.24,11677.26,267.95
5871738271033526016,207.6844877152894,-57.58050979631668,7.5281997,0.7995824990961825,5.078705641797761,CEP,1250.6526857833453,-3.398,1531.85,281.2,22.48
4253142663955281024,281.5798255067995,-6.568543052798917,13.504301,0.1154084896522862,14.848526067770104,CEP,8664.873814854485,-4.684,43413.96,34749.09,401.03
5653136461526964224,133.62351412760944,-23.52169511347266,7.1065793,3.949502938791821,1.2399228501332633,CEP,253.1964187640044,-1.708,579.25,326.06,128.78
5613411827982576768,112.81548590920008,-25.90739056795584,11.668636,0.2522955148805823,2.14794741723948,CEP,3963.605934387397,-2.366,6412.16,2448.55,61.78
5540796987700558464,122.60325138558156,-38.47372729890452,12.169806,0.3546911019644641,3.579003547315581,CEP,2819.354628468205,-2.978,10706.26,7886.91,279.74
5643572187846151040,126.51760618132984,-30.111390409715693,11.415255,0.2339648492978744,29.053739061539797,CEP,4274.146321556369,-5.488,24029.16,19755.01,462.2
3050543819559526912,102.69373483566253,-8.969101699956873,13.518656,0.1197763776821423,6.945637275227631,CEP,8348.891654193774,-3.773,28731.37,20382.47,244.13
459035766618689280,36.89776104185009,58.91715104776827,10.47096,0.4456421682209358,5.532769306333524,CEP,2243.9528197974087,-3.501,6227.25,3983.3,177.51
5335749609693672448,173.9483363004501,-61.079414139556505,12.350571,0.1239353189914136,8.91503713472523,CEP,8068.724945705598,-4.072,19256.71,11187.99,138.66
